Spindle_Speed_rpm,Feed_mm_per_rev,Depth_of_Cut_mm,Machining_Length_mm,Machining_Time_sec,Operation_Milling,Operation_Turning,Material_Brass,Material_Cast Iron,Material_Mild Steel,Tool_Type_Carbide,Tool_Type_Coated Carbide,Tool_Type_HSS
1282,0.229,2.903,95,24.547444860376242,True,False,True,False,False,False,False,True
653,0.45,1.433,221,41.79507010198747,True,False,True,False,False,False,True,False
2784,0.292,2.587,44,2.901524299476819,False,True,False,False,True,False,True,False
1369,0.265,2.013,50,9.009328217378917,True,False,True,False,False,True,False,False
1118,0.417,1.179,277,55.27532908215324,True,False,False,False,True,False,False,True
1523,0.278,1.254,119,15.860771233811775,False,True,False,True,False,False,True,False
1785,0.132,1.053,29,7.418279444746806,True,False,True,False,False,True,False,False
936,0.46,2.074,275,28.223330340031836,False,True,True,False,False,False,True,False
2144,0.491,2.068,90,7.09057123735071,False,True,False,True,False,False,False,True
2888,0.485,0.391,131,8.8681472789643,True,False,False,False,True,False,False,True
1398,0.066,0.971,105,101.58956009439802,True,False,False,False,True,False,False,True
1937,0.295,2.35,264,24.316352708894808,False,True,False,False,True,False,True,False
1143,0.381,2.844,252,60.39176441124445,True,False,False,True,False,False,False,True
2277,0.409,1.391,223,20.033512585660873,True,False,False,True,False,True,False,False
2433,0.141,1.166,166,23.502769913338312,False,True,True,False,False,True,False,False
1002,0.465,2.107,95,14.3182075013687,False,True,False,False,True,False,False,True
2551,0.377,1.576,22,1.329577408339243,False,True,False,False,True,True,False,False
1782,0.152,1.796,249,68.81476810154551,True,False,True,False,False,False,False,True
1642,0.428,2.219,109,9.325015889433107,False,True,False,False,True,True,False,False
2884,0.357,0.547,226,13.20081140895305,False,True,True,False,False,False,False,True
2805,0.098,1.391,12,1.9183568568778717,False,True,True,False,False,False,True,False
1426,0.46,1.139,138,16.905691168305697,True,False,False,False,True,True,False,False
653,0.322,0.904,122,27.999899289407956,False,True,True,False,False,True,False,False
1463,0.125,1.87,268,82.18271929567995,False,True,True,False,False,False,False,True
723,0.125,2.958,210,201.8246962998149,True,False,False,True,False,True,False,False
1851,0.233,1.713,122,15.904931980512332,True,False,True,False,False,False,True,False
913,0.114,1.249,25,17.98423829043549,True,False,False,False,True,True,False,False
2879,0.318,2.694,181,15.104013625171778,False,True,False,True,False,False,False,True
1450,0.4,1.482,249,32.50777545909984,True,False,False,False,True,True,False,False
515,0.319,2.573,269,102.71733467379082,False,True,False,False,True,True,False,False
1265,0.303,1.408,263,61.76352452264585,True,False,False,True,False,True,False,False
1424,0.428,2.458,103,10.351482698602595,True,False,True,False,False,True,False,False
2624,0.131,2.389,66,12.351026114772006,False,True,False,True,False,True,False,False
2854,0.446,0.785,111,6.731083756567374,True,False,True,False,False,False,False,True
1414,0.099,2.211,136,55.90417252155184,False,True,False,False,True,True,False,False
1870,0.202,0.982,297,47.77377117688788,True,False,True,False,False,True,False,False
2666,0.267,0.399,70,7.239816014180471,True,False,True,False,False,False,False,True
669,0.199,1.147,104,49.734202915827986,False,True,False,True,False,True,False,False
2377,0.491,2.066,33,2.0107474806946586,True,False,False,False,True,False,True,False
731,0.31,1.19,53,15.805596007633193,True,False,False,False,True,False,True,False
2570,0.084,2.203,38,12.166912268318304,True,False,False,False,True,False,True,False
759,0.234,2.93,220,70.97069608299739,False,True,False,True,False,False,True,False
1127,0.089,2.932,261,139.1914140524859,False,True,False,False,True,False,True,False
1314,0.225,0.254,56,19.29741413877881,True,False,False,True,False,False,False,True
1218,0.454,0.809,263,25.878742877680477,False,True,False,False,True,False,True,False
1971,0.128,0.203,287,94.1194705516584,False,True,False,True,False,False,False,True
508,0.148,1.877,176,250.29130937797208,True,False,False,True,False,False,False,True
1432,0.101,1.937,92,64.92144866592791,True,False,False,True,False,False,False,True
2264,0.354,0.801,229,12.751563640973927,False,True,True,False,False,False,True,False
1390,0.462,2.757,111,12.814824428876905,False,True,False,False,True,False,False,True
1988,0.068,1.26,137,71.0418886372236,True,False,False,False,True,False,True,False
633,0.272,1.244,130,43.57613806524481,False,True,True,False,False,False,False,True
895,0.394,0.434,106,22.949531601051177,True,False,True,False,False,False,False,True
1567,0.231,2.204,19,3.0469222080682044,False,True,False,True,False,False,True,False
2504,0.398,2.905,67,5.0881055388913605,True,False,False,True,False,False,True,False
2738,0.446,2.678,175,6.733099326833835,False,True,True,False,False,True,False,False
754,0.269,2.839,66,18.609801687482737,False,True,False,True,False,False,True,False
1644,0.078,1.97,73,24.70228761791007,False,True,True,False,False,False,True,False
1851,0.111,0.451,35,9.45859330974439,True,False,True,False,False,False,True,False
2727,0.192,0.313,259,27.822659909728458,False,True,True,False,False,False,False,True
1423,0.156,2.1,242,82.03588441309411,False,True,False,False,True,False,False,True
1016,0.125,1.043,188,89.59833100953239,False,True,False,False,True,True,False,False
1556,0.056,2.967,220,202.33857408350084,True,False,False,False,True,True,False,False
951,0.463,0.317,227,52.38551102341362,True,False,False,True,False,False,False,True
2080,0.34,1.438,151,15.459996523812663,True,False,False,False,True,False,True,False
1728,0.242,2.609,227,34.0608425619749,False,True,False,True,False,True,False,False
570,0.16,1.874,118,72.42091384976912,False,True,False,False,True,False,True,False
1013,0.37,0.723,161,24.789046942215514,False,True,False,True,False,False,True,False
2722,0.334,1.023,121,13.753648812221913,True,False,False,True,False,False,False,True
633,0.051,2.435,95,203.06414521151072,False,True,False,False,True,False,False,True
1490,0.422,1.457,299,39.10380956930784,False,True,False,True,False,False,False,True
1094,0.149,1.196,300,102.49928246729819,False,True,True,False,False,False,False,True
1879,0.284,1.514,204,31.98275910557476,True,False,False,True,False,True,False,False
1523,0.349,0.291,126,18.573971246618935,True,False,False,True,False,False,True,False
568,0.414,1.973,49,12.539019310679286,False,True,True,False,False,False,False,True
503,0.303,0.287,194,92.4545836297834,True,False,False,False,True,False,True,False
1662,0.239,2.246,184,47.086819688410316,True,False,False,True,False,False,False,True
823,0.286,1.361,297,70.92299817247714,False,True,True,False,False,False,False,True
2122,0.351,0.702,255,15.31638371596023,False,True,True,False,False,False,True,False
1298,0.216,1.464,28,5.9594455176131795,False,True,False,True,False,False,True,False
1791,0.077,0.597,290,86.47008301499716,False,True,True,False,False,False,True,False
2294,0.356,2.576,271,24.47889623851428,True,False,True,False,False,False,False,True
2018,0.385,1.879,243,19.617975592259942,False,True,False,False,True,True,False,False
1517,0.455,2.002,122,17.354259719596335,True,False,False,True,False,False,False,True
1157,0.414,0.797,131,21.754991621547827,False,True,False,True,False,False,False,True
853,0.429,0.444,290,58.45234894551229,False,True,False,False,True,False,False,True
1121,0.385,1.304,220,41.28193633262411,True,False,False,True,False,False,True,False
531,0.253,1.326,279,97.91377121118634,False,True,True,False,False,True,False,False
1681,0.388,2.984,42,5.075749214485039,True,False,False,True,False,False,True,False
1281,0.462,0.763,274,26.86111876288919,False,True,False,True,False,False,True,False
1010,0.345,0.782,118,22.91783856317322,True,False,False,False,True,False,True,False
1020,0.42,1.256,38,5.48239232259297,False,True,False,False,True,True,False,False
1195,0.373,2.951,64,9.75545517204252,False,True,False,True,False,True,False,False
1553,0.06,1.224,296,155.09715218420345,False,True,True,False,False,True,False,False
1353,0.477,2.482,291,37.229558956094145,False,True,False,True,False,False,False,True
1185,0.221,2.318,74,25.784040851714032,True,False,False,False,True,False,False,True
915,0.45,0.815,95,14.030297000862543,False,True,False,True,False,False,True,False
1943,0.112,1.76,267,117.9109108557629,True,False,False,False,True,False,False,True
2231,0.344,2.283,109,15.186120936476545,True,False,False,True,False,False,False,True
2783,0.176,1.795,171,33.37199169396903,True,False,False,False,True,False,False,True
1939,0.347,1.415,109,9.278405581892228,True,False,True,False,False,False,True,False
2251,0.284,2.02,83,11.734724801395643,True,False,False,False,True,False,False,True
623,0.36,2.136,164,30.893391016928682,False,True,True,False,False,False,True,False
2207,0.141,1.359,292,43.72709551808326,False,True,True,False,False,True,False,False
1936,0.449,2.584,251,16.798428200361208,False,True,True,False,False,False,False,True
1282,0.444,1.926,40,7.169192628513678,True,False,False,True,False,False,False,True
1907,0.424,1.577,176,15.193155995489128,True,False,False,False,True,False,True,False
2607,0.462,1.546,135,11.02295358607469,True,False,False,True,False,False,False,True
1301,0.058,0.302,239,257.70565821080345,True,False,False,False,True,True,False,False
1635,0.4,1.058,28,3.1286558211069586,True,False,True,False,False,False,False,True
1159,0.322,2.604,41,8.224673961800578,False,True,False,False,True,False,False,True
2283,0.089,1.494,231,83.32724534434342,False,True,False,False,True,False,False,True
1646,0.319,2.244,151,17.363330769044186,True,False,True,False,False,True,False,False
2695,0.083,0.306,172,63.596987480922024,True,False,False,True,False,True,False,False
1978,0.134,1.488,139,54.92140121245487,True,False,False,True,False,False,False,True
2015,0.212,1.499,245,37.0427756206692,True,False,True,False,False,True,False,False
2610,0.063,1.023,130,62.825532078998414,True,False,False,True,False,False,True,False
1632,0.068,2.338,84,46.19112030385574,False,True,False,False,True,True,False,False
1526,0.391,2.447,58,4.832519468771518,False,True,True,False,False,True,False,False
2756,0.451,2.995,166,7.454603715058963,False,True,True,False,False,False,False,True
2197,0.06,1.289,37,26.92454552959342,True,False,False,False,True,False,False,True
2655,0.348,1.935,20,2.0897013547549697,True,False,False,False,True,False,False,True
1083,0.158,0.293,90,30.120186762283698,False,True,False,False,True,True,False,False
594,0.28,2.739,269,108.94819537731114,False,True,False,True,False,True,False,False
1310,0.121,0.799,183,88.48305156399478,True,False,True,False,False,False,False,True
608,0.37,1.433,31,6.561127440088947,False,True,True,False,False,True,False,False
2739,0.261,2.209,226,25.617328024468097,True,False,False,False,True,True,False,False
1720,0.371,1.236,92,10.073575351609762,True,False,False,False,True,False,True,False
2915,0.129,1.735,210,43.09113772704872,True,False,False,True,False,False,True,False
2269,0.092,2.873,197,53.81465418251633,False,True,False,False,True,True,False,False
2646,0.154,2.133,50,7.742343649362279,False,True,False,True,False,True,False,False
1888,0.293,2.833,74,6.49465369747649,False,True,True,False,False,True,False,False
2734,0.415,1.736,34,2.6866881505771683,True,False,False,False,True,False,False,True
1902,0.073,1.238,196,82.33740088892716,True,False,True,False,False,False,True,False
1817,0.151,1.3,235,76.55380782190275,True,False,False,False,True,False,False,True
2454,0.069,1.668,264,84.59556387526987,True,False,True,False,False,False,True,False
821,0.255,1.639,178,50.74150598498498,False,True,True,False,False,False,False,True
691,0.275,2.285,71,27.4863490012672,True,False,True,False,False,False,False,True
2157,0.211,0.456,14,2.1391687688247885,False,True,False,False,True,False,False,True
2837,0.21,2.978,211,35.16642957636165,True,False,False,True,False,False,False,True
2746,0.272,0.555,86,7.271800603378982,False,True,False,True,False,True,False,False
1628,0.377,2.481,290,27.174026462220525,False,True,False,True,False,False,True,False
2148,0.42,0.608,11,0.5846072320250724,False,True,True,False,False,True,False,False
2862,0.435,2.857,288,12.69660030981182,True,False,True,False,False,False,True,False
699,0.058,1.356,248,554.5455943589006,True,False,False,False,True,False,False,True
1176,0.21,2.922,131,38.6465146241993,False,True,False,False,True,False,False,True
875,0.254,2.494,86,16.579378762710842,False,True,True,False,False,False,True,False
1944,0.207,2.012,132,29.197573440200983,True,False,False,True,False,True,False,False
2750,0.428,0.707,197,10.820663340096374,True,False,True,False,False,True,False,False
1072,0.057,2.728,23,34.98644585582058,True,False,False,False,True,False,False,True
1043,0.265,1.094,273,54.30422478471268,False,True,True,False,False,False,False,True
620,0.435,1.709,134,43.30558532940202,True,False,False,True,False,True,False,False
2941,0.282,0.399,187,10.224237110659056,False,True,True,False,False,False,True,False
1491,0.366,2.97,273,31.42947301249187,True,False,True,False,False,True,False,False
2096,0.053,2.149,126,65.9642273688302,False,True,True,False,False,False,False,True
1345,0.363,1.729,183,24.275445182709728,True,False,True,False,False,True,False,False
1011,0.066,2.415,105,106.50808908246935,False,True,False,True,False,True,False,False
1009,0.421,2.533,274,40.2963370936169,False,True,False,False,True,True,False,False
1655,0.154,2.012,207,77.7671701715152,True,False,False,False,True,False,False,True
1504,0.063,1.319,79,48.45655293250147,False,True,False,False,True,True,False,False
2678,0.302,1.023,194,22.672141279791113,True,False,False,False,True,False,False,True
1971,0.291,0.392,172,19.545122097003908,False,True,False,True,False,True,False,False
1359,0.478,1.018,163,14.16839801055935,False,True,True,False,False,False,False,True
